19 7696695 7697278 2 2 1 46 0 50
19 7697404 7697601 2 2 1 35 0 49
19 7697717 7697838 2 2 1 8 0 19
19 15349257 15349553 2 2 1 2 0 47
19 15349792 15349869 2 2 1 2 0 23
19 15350076 15350202 2 2 1 2 0 25
19 15350334 15350469 2 2 1 4 0 50
19 15350633 15350720 2 2 1 5 0 46
19 15350834 15353710 2 2 1 6 0 36
19 15354299 15355041 2 2 1 3 0 37
19 15355412 15355520 2 2 1 4 0 45
19 15355574 15364962 2 2 1 1 0 21
19 15360102 15364962 2 2 1 5 0 44
19 15364595 15364962 2 2 1 3 0 34
19 15365074 15366107 2 2 1 14 0 49
19 15366404 15366874 2 2 1 19 0 44
19 15367075 15367774 2 2 1 11 0 48
19 15367985 15374230 2 2 1 10 0 50
19 15374360 15375214 2 2 1 11 0 49
19 15375578 15376164 2 2 1 7 0 49
19 15376455 15378226 2 2 1 16 0 43
19 15378363 15378964 2 2 1 3 0 18
19 15378363 15379715 2 2 1 15 0 44
19 15379093 15379715 2 2 1 3 0 37
19 15379854 15383625 2 2 1 27 0 50
19 15383945 15391074 2 2 1 3 0 29
19 15383945 15443100 2 2 1 2 0 42
19 17004151 17006986 2 2 1 26 0 50
19 17005249 17006986 2 2 1 9 0 46
19 17007138 17007266 2 2 1 24 0 46
19 17007138 17007671 2 2 1 1 0 38
19 17007477 17008501 2 2 1 23 0 49
19 17008613 17008699 2 2 1 27 0 50
19 17008806 17010285 2 2 1 21 0 50
19 17010361 17012019 2 2 1 24 0 50
19 17012108 17013458 2 2 1 23 0 49
19 17013674 17014370 2 2 1 24 0 47
19 17014434 17014511 2 2 1 22 0 48
19 17014668 17015035 2 4 1 19 0 46
19 17015173 17015275 2 2 1 17 0 47
19 17015363 17017761 2 2 1 16 0 50
19 17017928 17025233 2 2 1 23 0 49
19 17025309 17025466 2 2 1 21 0 43
19 17025624 17032714 2 2 1 17 0 50
19 17032797 17036005 2 2 1 27 0 49
19 17036183 17038818 2 2 1 28 0 48
19 17039045 17039751 2 2 1 27 0 49
19 17040051 17049204 2 2 1 30 0 49
19 17049257 17056358 2 2 1 27 0 50
19 17056490 17057883 2 2 1 32 0 50
19 17058038 17062778 2 2 1 26 0 47
19 17063011 17068662 2 2 1 29 0 49
19 17068726 17081700 2 2 1 21 0 45
19 17081844 17085906 2 2 1 19 0 49
19 17086069 17086811 2 2 1 21 0 50
19 17086962 17088177 2 2 1 28 0 50
19 17088351 17091306 2 2 1 23 0 49
19 17091497 17100452 2 2 1 28 0 50
19 17100582 17104225 2 2 1 26 0 45
19 17104397 17107920 2 2 1 22 0 47
19 17108149 17111223 2 2 1 20 0 49
19 17111333 17113075 2 2 1 19 0 50
19 17113161 17115082 2 2 1 18 0 46
19 17115197 17119314 2 2 1 27 0 50
19 17119370 17120112 2 2 1 25 0 20
19 17120131 17122273 2 2 1 24 0 18
19 17122327 17122401 2 2 1 34 0 49
19 17122568 17131140 2 2 1 24 0 24
19 17131164 17132839 2 2 1 19 0 25
19 17132992 17137360 2 2 1 18 0 50
19 39369951 39370073 2 2 1 120 0 50
19 39370141 39370271 2 2 1 106 0 50
19 39370343 39371324 2 2 1 107 0 50
19 39371377 39371460 2 2 1 85 0 50
19 39371538 39371739 2 2 1 86 0 50
19 39371796 39372071 2 2 1 89 0 50
19 39372132 39374266 2 2 1 81 0 50
19 39374397 39379726 2 2 1 85 0 48
19 39379796 39380328 2 2 1 105 0 50
19 39379964 39380328 2 2 1 13 0 43
19 39380386 39380494 2 2 1 107 0 50
19 39380602 39380742 2 2 1 130 0 42
19 39380785 39384053 2 2 1 116 0 49
19 39384168 39384458 2 2 1 106 0 49
19 39384508 39389018 2 2 1 15 0 47
19 39384508 39390145 2 2 1 86 0 49
19 39389066 39389433 2 2 1 1 0 12
19 39389066 39390145 2 2 1 12 0 44
19 39389555 39390145 2 2 1 7 0 48
19 39389559 39390145 2 2 1 2 0 21
19 53572181 53572936 1 1 1 5 0 11
19 53573516 53577392 2 2 1 110 0 50
19 53576763 53577392 2 2 1 5 0 41
19 53577522 53578309 2 2 1 91 0 48
19 53578437 53588415 2 2 1 1 0 4
19 53578437 53589514 2 2 1 90 0 49
19 53580666 53588370 2 2 1 7 0 50
19 53589575 53594665 2 2 1 38 0 47
19 53589575 53594889 2 2 1 69 0 49
19 53594751 53594889 2 2 1 3 0 32
19 53594783 53594889 2 2 1 26 0 49
19 53594807 53594889 2 2 1 1 0 37
19 53594974 53606517 2 2 1 79 0 50
19 53599020 53606517 2 2 1 3 0 45
22 41697777 41716658 1 1 1 94 0 50
22 41716718 41721567 1 1 1 85 0 35
22 41721602 41721724 1 1 1 77 0 34
22 41721923 41723209 1 1 1 106 0 49
22 41723369 41726026 1 1 1 86 0 49
22 41726108 41728174 1 1 1 70 0 50
22 41728232 41734316 1 1 1 75 0 43
22 41734360 41735004 1 1 1 85 0 47
22 41735196 41735819 1 1 1 84 0 50
22 41736142 41737091 1 1 1 96 0 50
22 41737151 41738532 1 1 1 81 0 50
22 41738633 41739418 1 1 1 71 0 49
22 41739581 41742006 1 1 1 72 0 50
22 41742213 41744070 1 1 1 70 0 50
22 41744172 41745123 1 1 1 84 0 50
22 41745306 41747564 1 1 1 77 0 49
22 41747651 41751472 1 1 1 77 0 50
22 41751607 41751760 1 1 1 75 0 50
22 41751867 41751957 1 1 1 85 0 49
22 41752067 41752346 1 1 1 72 0 50
22 41752481 41752648 1 1 1 81 0 50
22 41752813 41753180 1 1 1 81 0 50
